track_id,duration,name,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,album_id,album_name,release_date,artist_id,artist_name
6IKThyOvGgxCqU4llnViJg,182013,Forest Green (feat. Mike G),46,0.57,0.803,-5.288,0.334,0.127,0.0,0.662,0.719,76.908,7ibEo7IK9E9mi2sU5rJNDC,The OF Tape Vol. 2,2012-03-16,5xpkLC1MxiPRiIJUDEzuVm,Odd Future
16PwJffEjvS0WjbaG92ScL,159146,"NY (Ned Flander) (feat. Hodgy & Tyler, The Creator)",42,0.609,0.576,-9.992,0.45,0.119,0.0076,0.1,0.527,163.817,7ibEo7IK9E9mi2sU5rJNDC,The OF Tape Vol. 2,2012-03-16,5xpkLC1MxiPRiIJUDEzuVm,Odd Future
5SpRuRFUJAOowRD1EUdzya,240733,Ya Know (feat. The Internet),43,0.657,0.76,-5.551,0.0352,0.0953,0.000386,0.414,0.558,110.018,7ibEo7IK9E9mi2sU5rJNDC,The OF Tape Vol. 2,2012-03-16,5xpkLC1MxiPRiIJUDEzuVm,Odd Future
7MT9QdnGDvZ9jvDTElR75v,195640,"P (feat. Hodgy & Tyler, The Creator)",39,0.619,0.669,-7.732,0.375,0.0603,0.0,0.124,0.588,79.793,7ibEo7IK9E9mi2sU5rJNDC,The OF Tape Vol. 2,2012-03-16,5xpkLC1MxiPRiIJUDEzuVm,Odd Future
4ZFtG5iuaJKr8XN4OO5BBa,147080,Snow White (feat. Hodgy & Frank Ocean),38,0.666,0.738,-8.032,0.405,0.068,0.0,0.158,0.157,73.454,7ibEo7IK9E9mi2sU5rJNDC,The OF Tape Vol. 2,2012-03-16,5xpkLC1MxiPRiIJUDEzuVm,Odd Future
6XOlxdDpGxcxaSD834sTwJ,174133,"Welcome Home Son (feat. Tyler, The Creator & Casey Veggies)",38,0.391,0.784,-8.626,0.37,0.0489,0.0,0.119,0.346,161.041,2EL4Tqtj9eXAjxcKPDIyu1,12 Odd Future Songs,2011-10-03,2XhRydg6cYT62s25jgePlF,Jet Age of Tomorrow
2fLi2NY6tahFBSF69oH58E,269035,Ain't a Party,37,0.361,0.565,-11.08,0.0353,0.101,0.0107,0.689,0.394,78.61,6NeDZg6vpSreUdPePOPZNo,God's Poop or Clouds?,2017-09-15,2XhRydg6cYT62s25jgePlF,Jet Age of Tomorrow
5M4t5cdIdEJaSFWpzIDQiD,201724,But She's Not My Lover,28,0.666,0.697,-11.03,0.0609,0.243,0.0135,0.347,0.678,95.365,529NB32iGVjF860Gyn3VVl,Voyager,2010-04-29,2XhRydg6cYT62s25jgePlF,Jet Age of Tomorrow
54NrCsaKDcBVBMEjzT8y04,191451,Summer Is Ending,31,0.543,0.759,-4.32,0.0614,0.0285,0.286,0.236,0.547,99.607,6NeDZg6vpSreUdPePOPZNo,God's Poop or Clouds?,2017-09-15,2XhRydg6cYT62s25jgePlF,Jet Age of Tomorrow
3g6WUlIu4LCZyNE3v4gqfe,95850,The Knight Hawk,30,0.433,0.257,-15.69,0.0893,0.741,0.505,0.109,0.0772,153.322,529NB32iGVjF860Gyn3VVl,Voyager,2010-04-29,2XhRydg6cYT62s25jgePlF,Jet Age of Tomorrow
1BSCink9ZsCONSuKNcYQR2,246047,The Long Way Home,20,0.859,0.694,-7.471,0.0396,0.209,0.0238,0.0698,0.642,93.996,6NeDZg6vpSreUdPePOPZNo,God's Poop or Clouds?,2017-09-15,2XhRydg6cYT62s25jgePlF,Jet Age of Tomorrow
1ZUz1xOEDCBRLi1sP1FbHI,248032,The Jaunt,19,0.463,0.73,-9.926,0.145,0.183,0.49,0.253,0.58,87.875,6NeDZg6vpSreUdPePOPZNo,God's Poop or Clouds?,2017-09-15,2XhRydg6cYT62s25jgePlF,Jet Age of Tomorrow
0td0dodpI6Lu3OzSY6r9LB,270027,Chance,18,0.551,0.552,-4.287,0.14,0.148,0.166,0.51,0.528,103.503,6NeDZg6vpSreUdPePOPZNo,God's Poop or Clouds?,2017-09-15,2XhRydg6cYT62s25jgePlF,Jet Age of Tomorrow
5xwSrAqy3X7ZQrCUZODVqU,192783,1 A.M,17,0.759,0.264,-14.299,0.304,0.00119,0.836,0.0921,0.528,199.159,6NeDZg6vpSreUdPePOPZNo,God's Poop or Clouds?,2017-09-15,2XhRydg6cYT62s25jgePlF,Jet Age of Tomorrow
6wZBLXFOwjacLs1s5u9usz,307043,Friday Night / the World's Ending,16,0.49,0.495,-11.785,0.419,0.111,0.000197,0.356,0.38,100.643,6NeDZg6vpSreUdPePOPZNo,God's Poop or Clouds?,2017-09-15,2XhRydg6cYT62s25jgePlF,Jet Age of Tomorrow
781V2Y5LPtcpgONEOadadE,171866,Get Got,61,0.57,0.993,-3.757,0.337,0.00628,0.00796,0.0876,0.405,87.0,1PQDjdBpHPikAodJqjzm6a,The Money Store,2012-04-23,5RADpgYLOuS2ZxDq7ggYYH,Death Grips
7nCONy10IHp7XD3oYZ0lcx,202853,I've Seen Footage,61,0.603,0.944,-3.626,0.347,0.0481,0.0,0.342,0.418,130.035,1PQDjdBpHPikAodJqjzm6a,The Money Store,2012-04-23,5RADpgYLOuS2ZxDq7ggYYH,Death Grips
7y8X0Z04gJCKtfrnSAMywJ,275520,Hacker,59,0.681,0.88,-3.895,0.227,0.0567,0.0,0.0893,0.38,124.885,1PQDjdBpHPikAodJqjzm6a,The Money Store,2012-04-23,5RADpgYLOuS2ZxDq7ggYYH,Death Grips
5fDj1YVNR04RtQNP4iYapO,303693,No Love,55,0.547,0.884,-1.452,0.366,0.0221,1.33e-06,0.0662,0.608,146.75,08aqY8lv4zx4uaqBUpMD8a,No Love Deep Web,2012-10-01,5RADpgYLOuS2ZxDq7ggYYH,Death Grips
5lq6hpsabgw22xRYPHVV5c,186973,The Fever (Aye Aye),55,0.432,0.94,-4.099,0.374,0.159,0.0,0.154,0.225,80.084,1PQDjdBpHPikAodJqjzm6a,The Money Store,2012-04-23,5RADpgYLOuS2ZxDq7ggYYH,Death Grips
5PXyH5bb5fbVfO8LjByhBb,192360,Hustle Bones,54,0.6,0.982,-2.996,0.201,0.104,0.0,0.343,0.277,110.015,1PQDjdBpHPikAodJqjzm6a,The Money Store,2012-04-23,5RADpgYLOuS2ZxDq7ggYYH,Death Grips
5YnS9oWrGcwf1tgode1F7z,161133,You Might Think He Loves You for Your Money but I Know What He Really Loves You for It's Your Brand New Leopard Skin Pillbox Hat,54,0.317,0.853,-2.751,0.186,0.00187,0.000702,0.254,0.487,103.37,3T01oOjbrox1jz0pR112oV,Government Plates,2013-11-13,5RADpgYLOuS2ZxDq7ggYYH,Death Grips
3IrcvqIf3ZiBhf3xdsctRX,223364,Guillotine,53,0.561,0.64,-5.042,0.287,0.0678,0.000387,0.148,0.196,78.464,2qEqDJ20yMk7cY2PkYYgRH,Guillotine - Single,2011-08-03,5RADpgYLOuS2ZxDq7ggYYH,Death Grips
3Vtgng4bH7j2HSO8HObci9,146045,Ring A Bell,52,0.641,0.977,-4.487,0.124,0.0854,0.0,0.437,0.313,107.038,4dIPUQHheyH9e6ioplvNT2,Bottomless Pit,2016-05-06,5RADpgYLOuS2ZxDq7ggYYH,Death Grips
3rkBaypKGiemuTeZSRCBKk,187518,Giving Bad People Good Ideas,52,0.298,0.981,-2.483,0.359,0.00741,0.0,0.217,0.0725,92.496,4dIPUQHheyH9e6ioplvNT2,Bottomless Pit,2016-05-06,5RADpgYLOuS2ZxDq7ggYYH,Death Grips
036X5f2KQy1v5Cm35I35SP,287440,Cold World (feat. Earl Sweatshirt & Remy Banks),38,0.414,0.808,-5.216,0.322,0.0366,0.0,0.283,0.339,81.876,4azVkVe6yeIBhFVyECag4j,MellowHigh,2013-10-31,0B1prtAE9Ca9hTs0rUkjHG,MellowHigh
06rLDEJNtQf5EUo6ALjSEf,170226,"Remix (feat. Tyler, The Creator)",38,0.413,0.664,-8.701,0.322,0.0198,0.0,0.102,0.385,163.341,4azVkVe6yeIBhFVyECag4j,MellowHigh,2013-10-31,0B1prtAE9Ca9hTs0rUkjHG,MellowHigh
3zmEykbQ6rlvYz4qJHdWMC,146346,Yu,37,0.397,0.668,-8.857,0.334,0.0189,0.0,0.0924,0.326,163.829,4azVkVe6yeIBhFVyECag4j,MellowHigh,2013-10-31,0B1prtAE9Ca9hTs0rUkjHG,MellowHigh
5WiRKIMKB9IVArrIhPve4l,241920,Extinguisher,24,0.478,0.859,-6.771,0.346,0.000163,0.0,0.0363,0.891,161.926,4azVkVe6yeIBhFVyECag4j,MellowHigh,2013-10-31,0B1prtAE9Ca9hTs0rUkjHG,MellowHigh
2a1abtc2a0UyZdEsOZXrec,201733,Troublesome,23,0.496,0.839,-4.429,0.198,0.259,0.0,0.312,0.842,62.463,4azVkVe6yeIBhFVyECag4j,MellowHigh,2013-10-31,0B1prtAE9Ca9hTs0rUkjHG,MellowHigh
3OsSPFrP4KNgTuEKOLUulN,208573,Goon'n,20,0.415,0.707,-7.017,0.237,0.114,0.000408,0.512,0.0666,135.506,4azVkVe6yeIBhFVyECag4j,MellowHigh,2013-10-31,0B1prtAE9Ca9hTs0rUkjHG,MellowHigh
7eLmLK3Y6E1CdL6LoBf0uT,137000,Self Titled,18,0.781,0.746,-7.283,0.0665,0.0231,0.0,0.0619,0.158,128.079,4azVkVe6yeIBhFVyECag4j,MellowHigh,2013-10-31,0B1prtAE9Ca9hTs0rUkjHG,MellowHigh
0gqcWUbYwkKMlP2ESqnDMH,172266,Air,17,0.571,0.921,-6.281,0.129,0.00125,0.0,0.23,0.139,99.82,4azVkVe6yeIBhFVyECag4j,MellowHigh,2013-10-31,0B1prtAE9Ca9hTs0rUkjHG,MellowHigh
5qNUMyYdYK7i33g0o9GcWH,174813,Get'n Drunk,16,0.813,0.655,-8.622,0.26,0.00402,1.01e-05,0.119,0.182,120.993,4azVkVe6yeIBhFVyECag4j,MellowHigh,2013-10-31,0B1prtAE9Ca9hTs0rUkjHG,MellowHigh
7HetZIbvf19TryEmCKyQPY,281253,HighLife (feat. Curren$y & Smoke Dza),16,0.63,0.868,-6.288,0.35,0.0441,0.0,0.194,0.214,110.056,4azVkVe6yeIBhFVyECag4j,MellowHigh,2013-10-31,0B1prtAE9Ca9hTs0rUkjHG,MellowHigh
58MeeOMk6PMQxXWY9YCNPD,229320,Next Levels,66,0.729,0.557,-11.264,0.243,0.651,0.000123,0.262,0.897,92.814,1mrhahrlJu5JfzgeV6Cy8t,Take Me To Your Leader,2003-06-17,77AKJs9SJqxHXbPgtJPKRa,King Geedorah
6K6rqLZ7PBDx3PNA4snQzK,63000,Lockjaw,65,0.601,0.918,-5.455,0.338,0.113,4.88e-06,0.149,0.832,107.893,1mrhahrlJu5JfzgeV6Cy8t,Take Me To Your Leader,2003-06-17,77AKJs9SJqxHXbPgtJPKRa,King Geedorah
1R28m5eWk1EV9FQ3puWrUp,197133,Fazers,64,0.423,0.965,-2.011,0.166,0.0105,1.01e-05,0.234,0.719,90.564,1mrhahrlJu5JfzgeV6Cy8t,Take Me To Your Leader,2003-06-17,77AKJs9SJqxHXbPgtJPKRa,King Geedorah
4kVxStqN7DeoZje5aidAn3,206946,Anti-Matter,61,0.865,0.752,-2.461,0.272,0.39,7.96e-05,0.106,0.791,95.377,1mrhahrlJu5JfzgeV6Cy8t,Take Me To Your Leader,2003-06-17,77AKJs9SJqxHXbPgtJPKRa,King Geedorah
3dX0c7tK7bnaUMhZlr6sIC,188813,Fastlane,54,0.341,0.902,-1.272,0.0973,0.135,0.0499,0.735,0.555,92.646,1mrhahrlJu5JfzgeV6Cy8t,Take Me To Your Leader,2003-06-17,77AKJs9SJqxHXbPgtJPKRa,King Geedorah
4GP5iTBe9vFezR7ZCNGQ3N,218773,I Wonder,52,0.52,0.87,-2.108,0.257,0.286,0.0,0.432,0.747,92.315,1mrhahrlJu5JfzgeV6Cy8t,Take Me To Your Leader,2003-06-17,77AKJs9SJqxHXbPgtJPKRa,King Geedorah
6wqt7M2wbw2XWAtCqqAfmA,283920,Krazy World,50,0.412,0.816,-1.987,0.104,0.091,0.0,0.0844,0.748,95.752,1mrhahrlJu5JfzgeV6Cy8t,Take Me To Your Leader,2003-06-17,77AKJs9SJqxHXbPgtJPKRa,King Geedorah
4G54Kbeaq8lJlWaBjgQJdm,49080,The Final Hour,47,0.3,0.938,-1.169,0.174,0.0242,0.0,0.369,0.875,100.586,1mrhahrlJu5JfzgeV6Cy8t,Take Me To Your Leader,2003-06-17,77AKJs9SJqxHXbPgtJPKRa,King Geedorah
0SzvtL65Itcs1wZrQI7hf6,269360,The Fine Print,45,0.603,0.92,-3.557,0.372,0.58,0.0,0.25,0.639,89.67,1mrhahrlJu5JfzgeV6Cy8t,Take Me To Your Leader,2003-06-17,77AKJs9SJqxHXbPgtJPKRa,King Geedorah
4tXRVDlgAhxuEmsxuW4oiQ,315373,Monster Zero,43,0.458,0.69,-3.086,0.051,0.0171,0.00104,0.4,0.789,86.615,1mrhahrlJu5JfzgeV6Cy8t,Take Me To Your Leader,2003-06-17,77AKJs9SJqxHXbPgtJPKRa,King Geedorah
3FsqOTQT3d7c296eStnEnl,107586,Lean Beef Patty,65,0.487,0.964,-1.582,0.404,0.169,0.0,0.338,0.738,157.08,3u20OXh03DjCUzbf8XcGTq,SCARING THE HOES,2023-03-24,6yJ6QQ3Y5l0s0tn7b0arrO,JPEGMAFIA
1waqS2zPI3Z1zTvJOa2hVC,142825,SCARING THE HOES,63,0.552,0.996,2.343,0.103,0.244,2.8e-06,0.362,0.689,133.058,3u20OXh03DjCUzbf8XcGTq,SCARING THE HOES,2023-03-24,6yJ6QQ3Y5l0s0tn7b0arrO,JPEGMAFIA
0VA5FzFlysCcSG1IdOkhUb,205320,Kingdom Hearts Key (ft. redveil),65,0.343,0.946,-1.383,0.183,0.0722,0.0,0.321,0.357,135.647,3u20OXh03DjCUzbf8XcGTq,SCARING THE HOES,2023-03-24,6yJ6QQ3Y5l0s0tn7b0arrO,JPEGMAFIA
5IZpEuLMO5lEmN1Rr008p8,141089,Burfict!,65,0.592,0.976,2.383,0.378,0.134,0.0,0.122,0.749,137.864,3u20OXh03DjCUzbf8XcGTq,SCARING THE HOES,2023-03-24,6yJ6QQ3Y5l0s0tn7b0arrO,JPEGMAFIA
6XyxCBp6x3jvtxXvMN5sAA,157258,1539 N. Calvert,64,0.863,0.717,-3.143,0.17,0.278,0.0826,0.0991,0.357,152.05,51WLEfPEEkzAWurvuY6Gco,Veteran,2018-01-19,6yJ6QQ3Y5l0s0tn7b0arrO,JPEGMAFIA
0LLKhrm54tp36K2MbgBfAA,207878,Steppa Pig,63,0.663,0.952,0.224,0.325,0.225,0.0,0.104,0.839,148.998,3u20OXh03DjCUzbf8XcGTq,SCARING THE HOES,2023-03-24,6yJ6QQ3Y5l0s0tn7b0arrO,JPEGMAFIA
53ZqbEWqaphb9OCqYnMiPL,157169,HAZARD DUTY PAY!,52,0.609,0.952,0.919,0.169,0.0387,0.0,0.182,0.556,121.707,5qKAJg56GqQIrxajvzaiEC,OFFLINE!,2022-10-22,6yJ6QQ3Y5l0s0tn7b0arrO,JPEGMAFIA
4pfhCrRk6P2tMU2D0Mb2z5,157642,Fentanyl Tester,63,0.721,0.963,0.551,0.377,0.318,0.0,0.917,0.868,158.563,3u20OXh03DjCUzbf8XcGTq,SCARING THE HOES,2023-03-24,6yJ6QQ3Y5l0s0tn7b0arrO,JPEGMAFIA
73pz1RTwUBpKO286c9zhzT,168147,Garbage Pale Kids,63,0.635,0.964,1.665,0.349,0.131,0.0,0.128,0.734,78.454,3u20OXh03DjCUzbf8XcGTq,SCARING THE HOES,2023-03-24,6yJ6QQ3Y5l0s0tn7b0arrO,JPEGMAFIA
7y2EELtWhCaDU9A0vOYVHv,148417,God Loves You,62,0.453,0.976,1.325,0.466,0.011,0.0,0.745,0.684,124.948,3u20OXh03DjCUzbf8XcGTq,SCARING THE HOES,2023-03-24,6yJ6QQ3Y5l0s0tn7b0arrO,JPEGMAFIA
1IqF5PUDUnaykHLs0RWbDO,273864,Time Moves Slow,71,0.591,0.376,-10.832,0.0543,0.478,0.0282,0.101,0.308,140.026,5wAGlQICfKYQfaBppnUbmP,IV,2016-07-08,65dGLGjkw3UbddUg2GKQoZ,BADBADNOTGOOD
5toKOQ86ydhA5UJ8DfENzy,111786,Running Away,64,0.614,0.687,-10.877,0.0415,0.687,0.874,0.145,0.704,93.25,4UmlS91PmUrukRnM8x4JiR,Running Away,2021-06-21,65dGLGjkw3UbddUg2GKQoZ,VANO 3000
4jmLj7bALZTQoe93dT623W,247054,In Your Eyes,64,0.488,0.528,-5.952,0.0298,0.457,0.000792,0.108,0.438,79.765,5wAGlQICfKYQfaBppnUbmP,IV,2016-07-08,65dGLGjkw3UbddUg2GKQoZ,BADBADNOTGOOD
6EbIz9W5NirugVL9muoqBQ,92266,Running Away (Time),61,0.598,0.679,-11.667,0.0383,0.645,0.737,0.115,0.905,94.073,4wp1ilSNGCK87l6PTywRlc,Running Away (Time),2021-11-22,65dGLGjkw3UbddUg2GKQoZ,VANO 3000
09SQixfCZZ9rUDoY1MZB2d,111957,Running Away - Vocal Remix,55,0.634,0.677,-10.024,0.0855,0.714,0.0393,0.153,0.696,93.142,4UmlS91PmUrukRnM8x4JiR,Running Away,2021-06-21,65dGLGjkw3UbddUg2GKQoZ,VANO 3000
5F8XPD481L6K2s8h02Vxuo,325828,Love Proceeding,50,0.318,0.569,-10.453,0.0355,0.077,0.926,0.0854,0.584,159.803,594yqwr1MOvVX0UBnOWftY,Talk Memory,2021-10-08,65dGLGjkw3UbddUg2GKQoZ,BADBADNOTGOOD
3ZOKwVcjcHVNqnOABO0pUA,354243,Key to Love (Is Understanding) feat. Jonah Yano,49,0.546,0.398,-9.225,0.0288,0.399,0.0262,0.11,0.442,127.307,0UyNc1FaDzkzcBlLsDASJA,Key to Love (Is Understanding),2019-12-06,65dGLGjkw3UbddUg2GKQoZ,Jonah Yano
2N8XZnRlLLUbw4GvNHBkOY,200463,Lavender (feat. Kaytranada & Snoop Dogg) [Nightfall remix],40,0.652,0.666,-6.95,0.185,0.0245,2.64e-05,0.0835,0.58,98.859,0Mpmgci1ovvvw32DWX7zBD,Lavender (feat. Kaytranada & Snoop Dogg) [Nightfall Remix],2017-03-12,65dGLGjkw3UbddUg2GKQoZ,BADBADNOTGOOD
7cZR9UwVtBQR3zwyDYMK9p,189422,To The Floor,47,0.692,0.669,-10.479,0.0401,0.0382,0.924,0.0939,0.444,114.01,4RRWbTmBBpmf43GbLEtlTR,Yesterday Is Heavy,2022-07-15,65dGLGjkw3UbddUg2GKQoZ,Lil Silva
3i24dUJKnMzsDqaFWqTGlb,280012,Can't Leave the Night,48,0.348,0.735,-7.357,0.0569,0.0143,0.891,0.11,0.0946,184.06,4E8q20fmm8onDCc7NK217d,III,2014-05-05,65dGLGjkw3UbddUg2GKQoZ,BADBADNOTGOOD
2cVowt9WTucunkRTYzPosl,144484,"Sliders [Feat. Flatbush Zombies, Col3trane]",54,0.803,0.678,-7.697,0.264,0.221,0.0,0.103,0.239,111.848,5hDQKtvksHHw2WoISwqLp0,"Sliders [Feat. Flatbush Zombies, Col3trane]",2022-12-13,5QRlmTynCos8JyojtmgNq6,Meechy Darko
71lNmjIsh04rw2SJ35TfnP,153113,PRADA U,53,0.386,0.595,-8.554,0.439,0.000272,1.1e-05,0.351,0.298,75.887,3Of6keS2v8rswXvnBuziy5,Gothic Luxury,2022-08-26,5QRlmTynCos8JyojtmgNq6,Meechy Darko
40RWaOdoTBL269k8NHfvgD,206582,Feel It Still - Flatbush Zombies Remix,45,0.706,0.417,-12.742,0.2,0.143,0.033,0.395,0.267,78.989,2mCNJ90uPdrORywFGSxQfX,Woodstock (Deluxe Edition),2017-06-16,5QRlmTynCos8JyojtmgNq6,Portugal. The Man
0JyqrdyyjXMMpdrdrKTzUH,211685,Get Lit Or Die Tryin’,40,0.527,0.745,-6.091,0.403,0.308,0.0,0.96,0.53,141.131,3Of6keS2v8rswXvnBuziy5,Gothic Luxury,2022-08-26,5QRlmTynCos8JyojtmgNq6,Meechy Darko
469jl4a25IEv3X095AybPc,222807,Kill Us All (K.U.A.),39,0.485,0.807,-5.195,0.401,0.0494,0.0,0.0987,0.374,167.762,3Of6keS2v8rswXvnBuziy5,Gothic Luxury,2022-08-26,5QRlmTynCos8JyojtmgNq6,Meechy Darko
0tOeHPjaB22chZyHd4NmFP,322021,BLK Magîc,41,0.496,0.567,-7.118,0.045,0.772,2.12e-05,0.137,0.363,129.098,3Of6keS2v8rswXvnBuziy5,Gothic Luxury,2022-08-26,5QRlmTynCos8JyojtmgNq6,Meechy Darko
0pBms5AreE0CPWuUMFnTlH,262392,"CURSED [Feat. Kirk Knight, VITA]",38,0.354,0.716,-6.338,0.099,0.109,0.0,0.632,0.389,75.512,3Of6keS2v8rswXvnBuziy5,Gothic Luxury,2022-08-26,5QRlmTynCos8JyojtmgNq6,Meechy Darko
6Hab9Nb9aHh26JhmKCH57a,302053,"On GOD [Feat. Freddie Gibbs, A-Trak]",35,0.514,0.819,-5.697,0.278,0.218,5.86e-06,0.47,0.327,151.186,3Of6keS2v8rswXvnBuziy5,Gothic Luxury,2022-08-26,5QRlmTynCos8JyojtmgNq6,Meechy Darko
4wcv8TRnZt7ikyuW7bg3Q9,172500,CURSED [Feat. Kirk Knight] - goosetaf Remix,38,0.569,0.522,-9.676,0.412,0.702,0.0,0.102,0.163,79.972,66h2PpI3sGoI60wGtLKz8E,CURSED [Feat. Kirk Knight] (goosetaf Remix),2023-04-06,5QRlmTynCos8JyojtmgNq6,Meechy Darko
2ALpaymkZqdL09rfl3WgSv,259265,LAVÏ$H HABiTS (Gothika),37,0.708,0.701,-6.711,0.256,0.112,0.000838,0.244,0.44,136.932,3Of6keS2v8rswXvnBuziy5,Gothic Luxury,2022-08-26,5QRlmTynCos8JyojtmgNq6,Meechy Darko
4TZufFSOfOMWW9LtQwaYdf,77967,Find an Hour,43,0.609,0.987,-5.114,0.129,0.351,0.0028,0.406,0.482,128.227,12betAHniGpAyDzg4ty8ER,Grotto,2022-05-06,2p13eHCal7qrUX1r0Hb7T7,Wilma Vritra
2pA9wkbt97AAg1ONefIu40,205853,Shallow Grave,41,0.564,0.479,-7.157,0.0592,0.639,0.00175,0.146,0.492,61.525,5S6fq747SpoPTJQ4c4rl05,Burd,2019-04-05,2p13eHCal7qrUX1r0Hb7T7,Wilma Vritra
2xkPKXubjwz6q3zNXkFeta,1138312,VOID!,37,0.402,0.639,-7.974,0.0601,0.312,0.0123,0.31,0.346,108.154,1rk7ExU2ZamEmPdHn62jye,VOID!,2022-01-18,2p13eHCal7qrUX1r0Hb7T7,VRITRA
3sWpoyNFD7eHsLXwanQdkf,252122,Harness,35,0.695,0.365,-11.707,0.0948,0.803,0.00139,0.0981,0.5,134.102,5S6fq747SpoPTJQ4c4rl05,Burd,2019-04-05,2p13eHCal7qrUX1r0Hb7T7,Wilma Vritra
6mvY0l3gC9rLUFO7ZS85g2,348157,Clean Me Clean,33,0.609,0.559,-8.114,0.0403,0.366,0.0646,0.151,0.364,152.182,12betAHniGpAyDzg4ty8ER,Grotto,2022-05-06,2p13eHCal7qrUX1r0Hb7T7,Wilma Vritra
6Mnam5P5Y6HANmqQGXPgHS,155784,If Possible,27,0.449,0.486,-8.771,0.0394,0.808,1.17e-05,0.261,0.621,119.537,12betAHniGpAyDzg4ty8ER,Grotto,2022-05-06,2p13eHCal7qrUX1r0Hb7T7,Wilma Vritra
6i718RJc1wy0e1zg7xrpo2,306046,One Under,24,0.463,0.61,-6.593,0.0388,0.647,0.3,0.134,0.453,178.813,12betAHniGpAyDzg4ty8ER,Grotto,2022-05-06,2p13eHCal7qrUX1r0Hb7T7,Wilma Vritra
13IxCLm7PBpmLY5qhWE8YF,77684,earnie,25,0.506,0.73,-6.594,0.0314,0.0257,0.958,0.312,0.869,94.609,5S6fq747SpoPTJQ4c4rl05,Burd,2019-04-05,2p13eHCal7qrUX1r0Hb7T7,Wilma Vritra
6XYiWeln6oTCkhsIIJjkTl,181314,Every Evening,22,0.722,0.455,-10.457,0.0538,0.758,0.0723,0.104,0.637,76.018,12betAHniGpAyDzg4ty8ER,Grotto,2022-05-06,2p13eHCal7qrUX1r0Hb7T7,Wilma Vritra
6evGz1097yjdaRClpAdwbj,236666,Targets & Digits,23,0.385,0.651,-5.332,0.0907,0.441,0.0452,0.0694,0.492,144.503,5S6fq747SpoPTJQ4c4rl05,Burd,2019-04-05,2p13eHCal7qrUX1r0Hb7T7,Wilma Vritra
11zZzE1SUrry7LNwOtJPCi,265533,Bring Em Out,45,0.733,0.745,-7.131,0.115,0.308,0.0,0.0921,0.237,108.53,3PYjeCByt1TGLbaKfMkpzL,Sidewalk Exec,2015-04-14,6tIgdyPfc6RVQJKCDd9ep9,Bodega Bamz
2ZGxSTfJsIahKwRD5QZcup,112000,Untitled,45,0.898,0.669,-7.916,0.166,0.435,0.0,0.112,0.563,111.993,7j8TT7v2VCFaj39SXqJ5N9,Untitled,2015-12-31,6tIgdyPfc6RVQJKCDd9ep9,Bodega Bamz
76u8fZG1oGAZhxfhDsKIuH,177777,Droppin Bodies (feat. Fat Nick),38,0.839,0.456,-10.459,0.0795,0.0494,3.81e-05,0.115,0.091,108.062,2lSVJvlDgJO494Q1CVx0bA,Droppin Bodies (feat. Fat Nick),2018-02-23,6tIgdyPfc6RVQJKCDd9ep9,Don Krez
7arOm7FUmAVoI8OZkgAywL,185216,Thrilla (feat. Flatbush Zombies),37,0.746,0.817,-9.53,0.266,0.0251,0.0,0.777,0.663,133.996,3KLSNudxyjN9epN3WC3e82,Strictly 4 My P.A.P.I.Z,2012-10-17,6tIgdyPfc6RVQJKCDd9ep9,Bodega Bamz
4FxB6UHB0GsmncK0WM7lI1,191889,El Camino (feat. Jhoni the Voice),32,0.639,0.524,-8.666,0.0747,0.528,0.00176,0.131,0.663,81.969,6xj392AMIzR0EzSekdHqxK,El Camino,2021-02-19,6tIgdyPfc6RVQJKCDd9ep9,Bodega Bamz
50qM1Rff27gt9FSpzmmvsl,172373,Woopty Woop Blahzay Blah,32,0.33,0.654,-7.509,0.44,0.114,0.0,0.205,0.333,68.028,3PYjeCByt1TGLbaKfMkpzL,Sidewalk Exec,2015-04-14,6tIgdyPfc6RVQJKCDd9ep9,Bodega Bamz
1ALQx8OykapEaMlDxIZPEw,150339,Don Francisco,30,0.515,0.197,-15.348,0.128,0.307,0.0,0.0928,0.28,124.848,3KLSNudxyjN9epN3WC3e82,Strictly 4 My P.A.P.I.Z,2012-10-17,6tIgdyPfc6RVQJKCDd9ep9,Bodega Bamz
5XupGqFWL9gxTYIrzJhRgN,174146,Invoice,28,0.731,0.557,-7.859,0.189,0.251,9.09e-06,0.168,0.0604,121.556,3PYjeCByt1TGLbaKfMkpzL,Sidewalk Exec,2015-04-14,6tIgdyPfc6RVQJKCDd9ep9,Bodega Bamz
0X7UBXPpAMgGb20UNQWuSr,219160,I'm Ready,28,0.59,0.612,-7.407,0.29,0.299,0.0,0.684,0.111,108.718,3PYjeCByt1TGLbaKfMkpzL,Sidewalk Exec,2015-04-14,6tIgdyPfc6RVQJKCDd9ep9,Bodega Bamz
2vznA96J1K8E91xUTrLlTO,282756,Say Amen (feat. A$AP Ferg),25,0.668,0.812,-8.768,0.183,0.0408,0.0,0.331,0.437,129.92,3KLSNudxyjN9epN3WC3e82,Strictly 4 My P.A.P.I.Z,2012-10-17,6tIgdyPfc6RVQJKCDd9ep9,Bodega Bamz
